Rank,Title,Status,Study Results,Conditions,Interventions,Sponsor/Collaborators,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Phases,Funded Bys,Study Type,Start Date,Completion Date,URL
9343,"Safety and Efficacy Study of Aztreonam for Inhalation Solution (AZLI) in Patients With Cystic Fibrosis, Mild Lung Disease, and P. Aeruginosa",Completed,Has Results,Cystic Fibrosis|Lung Infection|Pseudomonas Aeruginosa,Drug: AZLI 75 mg three times daily (TID)|Drug: Placebo three times daily (TID),Gilead Sciences,Gilead Sciences,,,,,,,Phase 3,Industry,Interventional,5/8/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00712166
9344,Safety and Efficacy Study of Daptomycin in Pediatric Participants (1 to 17 Years-old) With Skin and Skin Structure Infections,Completed,Has Results,"Skin Diseases, Infectious",Drug: Daptomycin|Drug: Standard of Care (SOC),Cubist Pharmaceuticals LLC,Cubist Pharmaceuticals LLC,,,,,,,Phase 4,Industry,Interventional,7/23/2008,10/11/2013,https://ClinicalTrials.gov/show/NCT00711802
9345,Evaluation of Recombinant Factor XIII for Prevention of Bleeding in Patients With FXIII Inherited Deficiency,Completed,Has Results,Congenital Bleeding Disorder|Congenital FXIII Deficiency,Drug: catridecacog,Novo Nordisk A/S,Novo Nordisk A/S,,,,,,,Phase 3,Industry,Interventional,8/8/2019,4/10/2019,https://ClinicalTrials.gov/show/NCT00713648
9346,"A Study of SB-742457, Added to Donepezil for the Treatment of Mild-to-moderate Alzheimer's Disease",Completed,Has Results,Alzheimer's Disease,Drug: SB-742457 15mg|Drug: SB-742457 35mg|Drug: Placebo|Drug: donepezil 5-10mg,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,7/1/2008,11/16/2010,https://ClinicalTrials.gov/show/NCT00710684
9347,Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Has Results,Pulmonary Arterial Hypertension,Drug: iloprost (5 µg)|Drug: placebo,Actelion,Actelion,,,,,,,Phase 3,Industry,Interventional,7/8/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00709956
9348,Evaluation of the Cobas® 4800 HPV Test for the Detection of High-grade Cervical Disease,Completed,Has Results,Human Papilloma Virus (HPV),Device: cobas® 4800 HPV Test,Hoffmann-La Roche,Hoffmann-La Roche,,,,,,,Not Applicable,Industry,Interventional,5/8/2019,6/13/2019,https://ClinicalTrials.gov/show/NCT00709891
9349,Safety and Efficacy of Gadobutrol 1.0 Molar (Gadavist) in Patients for Central Nervous System (CNS) Imaging,Completed,Has Results,Diagnostic Imaging|Central Nervous System Diseases,"Drug: Gadobutrol (Gadavist, Gadovist, BAY86-4875)|Drug: Gadoteridol (ProHance)",Bayer,Bayer,,,,,,,Phase 3,Industry,Interventional,6/8/2019,4/9/2019,https://ClinicalTrials.gov/show/NCT00709852
9350,APRiCOT-P: Study of Apricoxib With Gemcitabine and Erlotinib to Treat Advanced Pancreatic Cancer,Completed,Has Results,Pancreatic Cancer|Metastatic Pancreatic Cancer,Drug: gemcitabine|Drug: placebo|Drug: Erlotinib|Drug: apricoxib,"Tragara Pharmaceuticals, Inc.","Tragara Pharmaceuticals, Inc.",,,,,,,Phase 2,Industry,Interventional,8/8/2019,5/11/2019,https://ClinicalTrials.gov/show/NCT00709826
9351,Safety Study Extension of Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Has Results,Pulmonary Arterial Hypertension,Drug: iloprost,Actelion,Actelion,,,,,,,Phase 3,Industry,Interventional,9/8/2019,6/10/2019,https://ClinicalTrials.gov/show/NCT00709098
9352,Phase II Lapatinib Plus Nab-Paclitaxel As First And Second Line Therapy In her2+ MBC,Completed,Has Results,"Neoplasms, Breast",Drug: Lapatinib/nab-Paclitaxel,Novartis Pharmaceuticals|Novartis,Novartis Pharmaceuticals,Novartis,,,,,,Phase 2,Industry,Interventional,7/2/2008,1/3/2018,https://ClinicalTrials.gov/show/NCT00709761
9353,The Long-term Antibody Persistence of GSK Biologicals' Meningococcal Vaccine GSK134612 in Healthy Adolescents/Adults,Completed,Has Results,"Infections, Meningococcal",Biological: Nimenrix|Procedure: Blood sampling,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,7/8/2019,10/13/2019,https://ClinicalTrials.gov/show/NCT00715910
9354,Evaluation of a New Anti-cancer Immunotherapy After Chemotherapy in Adult Patients With Acute Myeloid Leukemia (AML),Completed,Has Results,"Leukaemia, Myelocytic, Acute",Biological: GSK Biologicals' recombinant WT1 Antigen-Specific Cancer Immunotherapeutic (ASCI),GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 1,Industry,Interventional,10/1/2008,6/22/2016,https://ClinicalTrials.gov/show/NCT00725283
9355,Efficacy and Safety Study of BERIPLEX® P/N (Kcentra) Compared With Plasma in Patients With Acute Major Bleeding Caused by Anticoagulant Therapy,Completed,Has Results,Blood Coagulation Disorders|Acute Major Bleeding,Biological: Beriplex® P/N (Kcentra)|Biological: Fresh frozen plasma,CSL Behring,CSL Behring,,,,,,,Phase 3,Industry,Interventional,6/8/2019,11/10/2019,https://ClinicalTrials.gov/show/NCT00708435
9356,A Study of Alvimopan for the Management of Postoperative Ileus in Participants Undergoing Radical Cystectomy,Completed,Has Results,Postoperative Ileus,Drug: Alvimopan|Drug: Placebo,Cubist Pharmaceuticals LLC,Cubist Pharmaceuticals LLC,,,,,,,Phase 4,Industry,Interventional,3/9/2019,1/12/2019,https://ClinicalTrials.gov/show/NCT00708201
9357,Efficacy of Pioglitazone on Bone Metabolism in Postmenopausal Women With Impaired Fasting Glucose.,Completed,Has Results,Bone Metabolism,Drug: Pioglitazone|Drug: Placebo,Takeda,Takeda,,,,,,,Phase 4,Industry,Interventional,5/8/2019,2/11/2019,https://ClinicalTrials.gov/show/NCT00708175
9358,"Multicenter, Randomized, Double-Blind, Double-Dummy, Phase 3 Study of the Safety and Efficacy of Elvitegravir Versus Raltegravir",Completed,Has Results,HIV Infection,Drug: Elvitegravir|Drug: Raltegravir|Drug: EVG placebo|Drug: RAL placebo|Drug: Background regimen,Gilead Sciences,Gilead Sciences,,,,,,,Phase 3,Industry,Interventional,7/8/2019,4/15/2019,https://ClinicalTrials.gov/show/NCT00708162
9359,Efficacy and Safety of Alogliptin Compared to Glipizide in Elderly Diabetics,Completed,Has Results,Diabetes Mellitus,Drug: Alogliptin|Drug: Glipizide,Takeda,Takeda,,,,,,,Phase 3,Industry,Interventional,6/8/2019,8/10/2019,https://ClinicalTrials.gov/show/NCT00707993
9360,Pharmacosurveillance Data Repository of Patients With and Without History of Anaphylactic Reactions Subsequent to Xolair Dosing,Completed,Has Results,Allergic Asthma,Drug: Xolair,"Genentech, Inc.","Genentech, Inc.",,,,,,,,Industry,Observational,3/9/2019,1/14/2019,https://ClinicalTrials.gov/show/NCT00813748
9361,Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia,Completed,Has Results,Schizophrenia,Drug: Aripiprazole depot 300 or 400 mg|Drug: Aripiprazole 10-30 mg orally|Drug: Aripiprazole depot 25 or 50 mg|Drug: Placebo depot|Drug: Placebo tablets,"Otsuka Pharmaceutical Development & Commercialization, Inc.","Otsuka Pharmaceutical Development & Commercialization, Inc.",,,,,,,Phase 3,Industry,Interventional,9/8/2019,8/12/2019,https://ClinicalTrials.gov/show/NCT00706654
9362,Light Dose Ranging Study of Photodynamic Therapy (PDT) With Levulan + Blue Light Versus Vehicle + Blue Light in Severe Facial Acne,Completed,Has Results,Acne Vulgaris,Drug: aminolevulinic acid HCL (ALA)|Other: Vehicle (VEH),"DUSA Pharmaceuticals, Inc.","DUSA Pharmaceuticals, Inc.",,,,,,,Phase 2,Industry,Interventional,3/7/2019,7/8/2019,https://ClinicalTrials.gov/show/NCT00706433
9363,Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia,Completed,Has Results,Schizophrenia,Drug: Aripiprazole depot|Drug: Placebo depot,"Otsuka Pharmaceutical Development & Commercialization, Inc.","Otsuka Pharmaceutical Development & Commercialization, Inc.",,,,,,,Phase 3,Industry,Interventional,7/8/2019,2/11/2019,https://ClinicalTrials.gov/show/NCT00705783
9364,Endurant Bifurcated and Aorto-Uni-Iliac (AUI) Stent Graft System,Completed,Has Results,Abdominal Aortic Aneurysms,Device: Endurant Stent Graft System,Medtronic Endovascular,Medtronic Endovascular,,,,,,,Not Applicable,Industry,Interventional,6/8/2019,9/26/2016,https://ClinicalTrials.gov/show/NCT00705718
9365,"A Phase II, Multicenter, Randomized, Placebo -Controlled, Study To Evaluate The Efficacy and Safety Of Intramuscular Peramivir 600 mg In Subjects With Uncomplicated Acute Influenza",Completed,Has Results,"Acute, Uncomplicated Human Influenza",Drug: Peramivir|Drug: Placebo,BioCryst Pharmaceuticals,BioCryst Pharmaceuticals,,,,,,,Phase 2,Industry,Interventional,7/8/2019,10/9/2019,https://ClinicalTrials.gov/show/NCT00705406
9366,A Phase II Trial of Ofatumumab in Subjects With Waldenstrom's Macroglobulinemia,Completed,Has Results,Waldenstrom Macroglobulinaemia,Biological: Ofatumumab,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,3/1/2009,2/1/2014,https://ClinicalTrials.gov/show/NCT00811733
9367,Study of CGC-11047 When Used in Individual Combinations With 1) Gemcitabine or 2) Docetaxel or 3) Bevacizumab or 4) Erlotinib or 5) Cisplatin or 6) 5-Flurouracil or 7) Sunitinib in Patients With Advanced Solid Tumors or Lymphoma,Completed,Has Results,Cancer,Drug: CGC-11047 and gemcitabine|Drug: CGC-11047 and docetaxel|Drug: CGC-11047 and bevacizumab|Drug: CGC-11047 and erlotinib|Drug: CGC-11047 and cisplatin|Drug: CGC-11047 and 5-flurouracil / leucovorin|Drug: CGC-11047 and sunitinib,Progen Pharmaceuticals,Progen Pharmaceuticals,,,,,,,Phase 1,Industry,Interventional,5/6/2019,9/11/2019,https://ClinicalTrials.gov/show/NCT00705874
9368,A Dose Ranging Study Of PF-00868554 In Combination With PEGASYS And COPEGUS In Patients With Chronic Hepatitis C Genotype 1 Infection,Completed,Has Results,Hepatitis C,Drug: PF-00868554|Drug: Placebo,Pfizer,Pfizer,,,,,,,Phase 2,Industry,Interventional,8/8/2019,3/10/2019,https://ClinicalTrials.gov/show/NCT00720434
9369,Validation of Patient-reported Outcomes Measures for the Assessment of Gastroesophageal Reflux Disease (GERD) Symptoms,Completed,Has Results,GERD|Acid Reflux Disease|Heartburn|Regurgitation,Drug: AZD3355|Drug: Placebo|Drug: Gelusil®,AstraZeneca,AstraZeneca,,,,,,,Phase 2,Industry,Interventional,5/8/2019,1/9/2019,https://ClinicalTrials.gov/show/NCT00703534
9370,Phase4/Symbicort® Versus Pulmicort Flexhaler® in African Americans,Completed,Has Results,Asthma,Drug: Budesonide / formoterol fumarate (SYMBICORT)|Drug: Budesonide,AstraZeneca,AstraZeneca,,,,,,,Phase 4,Industry,Interventional,6/8/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00702325
9371,"A Phase II Trial of 18F-AV-45 Positron Emission Tomography (PET) Imaging in Healthy Volunteers, Patients With Mild Cognitive Impairment (MCI) and Patients With Alzheimer's Disease (AD)",Completed,Has Results,Alzheimer's Disease|Mild Cognitive Impairment,Drug: florbetapir F 18,Avid Radiopharmaceuticals,Avid Radiopharmaceuticals,,,,,,,Phase 2,Industry,Interventional,6/8/2019,12/8/2019,https://ClinicalTrials.gov/show/NCT00702143
9372,"The Effect of Liraglutide Compared to Sitagliptin, Both in Combination With Metformin on Glycaemic Control in Subjects With Type 2 Diabetes Mellitus",Completed,Has Results,"Diabetes|Diabetes Mellitus, Type 2",Drug: liraglutide|Drug: sitagliptin|Drug: metformin,Novo Nordisk A/S,Novo Nordisk A/S,,,,,,,Phase 3,Industry,Interventional,6/8/2019,6/10/2019,https://ClinicalTrials.gov/show/NCT00700817
9373,Dose Comparison Study of Menactra® in US Children,Completed,Has Results,Meningitis|Meningococcal Infection|Neisseria Meningitidis,Biological: Menactra®: Meningococcal Polysaccharide Diphtheria Conjugate,"Sanofi Pasteur, a Sanofi Company|Sanofi","Sanofi Pasteur, a Sanofi Company",Sanofi,,,,,,Phase 2,Industry,Interventional,6/8/2019,10/9/2019,https://ClinicalTrials.gov/show/NCT00700635
9374,A Titration Trial to Determine the Effectiveness of Testosterone MD-Lotion (Cutaneous Solution) Formulations,Completed,Has Results,Hypogonadism,Drug: Testosterone MD-Lotion,Eli Lilly and Company,Eli Lilly and Company,,,,,,,Phase 3,Industry,Interventional,6/8/2019,7/9/2019,https://ClinicalTrials.gov/show/NCT00702650
9375,Antibody Persistence and Booster Dose Response in Subjects Who Received Menactra® Three Years Earlier in Study MTA26,Completed,Has Results,Meningitis|Meningococcemia,Biological: Meningococcal polysaccharide diphtheria toxoid conjugate,"Sanofi Pasteur, a Sanofi Company|Sanofi","Sanofi Pasteur, a Sanofi Company",Sanofi,,,,,,Phase 2,Industry,Interventional,6/8/2019,3/9/2019,https://ClinicalTrials.gov/show/NCT00700713
9376,A Multicenter Study to Evaluate the Safety and Efficacy of PEP005 Topical Gel When Used to Treat Actinic Keratoses on the Head (Face or Scalp),Completed,Has Results,Actinic Keratosis,Drug: PEP005 Topical Gel|Drug: Vehicle gel,Peplin,Peplin,,,,,,,Phase 2,Industry,Interventional,6/8/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00700063
9377,Evaluating the Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures,Completed,Has Results,Refractory Partial Seizures,Drug: E2007 (perampanel)|Drug: Placebo,Eisai Inc.,Eisai Inc.,,,,,,,Phase 3,Industry,Interventional,6/8/2019,11/10/2019,https://ClinicalTrials.gov/show/NCT00699972
9378,To Evaluate The Efficacy and Safety of E2007 (Perampanel) Given as Adjunctive Therapy in Subjects With Refractory Partial Seizures,Completed,Has Results,Refractory Partial Seizures,Drug: E2007 (perampanel)|Drug: Placebo,Eisai Inc.,Eisai Inc.,,,,,,,Phase 3,Industry,Interventional,5/8/2019,1/11/2019,https://ClinicalTrials.gov/show/NCT00699582
9379,Oocyte Cryopreservation Registry (HOPE Registry),Completed,Has Results,Oocyte Cryopreservation,,EMD Serono,EMD Serono,,,,,,,,Industry,Observational,6/8/2019,7/12/2019,https://ClinicalTrials.gov/show/NCT00699400
9380,Efficacy and Safety of Valsartan/Hydrochlorothiazide Combination Compared to Valsartan Monotherapy or Hydrochlorothiazide Monotherapy in Elderly (>70) With Mild-moderate Hypertension.,Completed,Has Results,Hypertension,Drug: Valsartan + HCTZ|Drug: Valsartan|Drug: HCTZ,Novartis Pharmaceuticals|Novartis,Novartis Pharmaceuticals,Novartis,,,,,,Phase 4,Industry,Interventional,4/8/2019,6/9/2019,https://ClinicalTrials.gov/show/NCT00698646
9381,Study of Oral Topotecan With Bevacizumab for Recurrent Small Cell Lung Cancer,Completed,Has Results,"Recurrent Small-cell Lung Cancer (SCLC)|Lung Cancer, Small Cell",Drug: Oral Hycamtin (topotecan) Capsules + IV Avastin (bevacizumab),GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,7/8/2019,5/10/2019,https://ClinicalTrials.gov/show/NCT00698516
9382,Phase 2 Safety and Efficacy Study of a Vitamin D Compound (DP001) in Postmenopausal Women With Low Bone Mineral Density,Completed,Has Results,Osteoporosis,Drug: Placebo|Drug: DP001,Deltanoid Pharmaceuticals,Deltanoid Pharmaceuticals,,,,,,,Phase 2,Industry,Interventional,3/7/2019,1/9/2019,https://ClinicalTrials.gov/show/NCT00715676
9383,An Efficacy and Safety Study of Azilsartan Medoxomil Compared to Valsartan and Olmesartan in Participants With Essential Hypertension.,Completed,Has Results,Hypertension,Drug: Azilsartan medoxomil|Drug: Valsartan|Drug: Olmesartan|Drug: Placebo,Takeda,Takeda,,,,,,,Phase 3,Industry,Interventional,4/8/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00696436
9384,A Safety and Tolerability Study of Azilsartan Medoxomil in Participants With Essential Hypertension,Completed,Has Results,Hypertension,"Drug: Azilsartan medoxomil|Drug: Azilsartan medoxomil, with or without chlorthalidone and other non-angiotensin II receptor blocker antihypertensive medications.|Drug: Placebo",Takeda,Takeda,,,,,,,Phase 3,Industry,Interventional,6/7/2019,4/9/2019,https://ClinicalTrials.gov/show/NCT00696384
9385,Efficacy and Safety of Azilsartan Medoxomil in Participants With Essential Hypertension,Completed,Has Results,Hypertension,Drug: Azilsartan medoxomil and olmesartan|Drug: Olmesartan|Drug: Placebo,Takeda,Takeda,,,,,,,Phase 3,Industry,Interventional,6/7/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00696241
9386,Combination of Orally Inhaled BI1744CL/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease ( COPD),Completed,Has Results,"Pulmonary Disease, Chronic Obstructive",Drug: BI 1744 CL/tiotropium bromide fixed dose combination|Drug: tiotropium bromide|Device: Respimat® Inhaler,Boehringer Ingelheim,Boehringer Ingelheim,,,,,,,Phase 2,Industry,Interventional,6/8/2019,,https://ClinicalTrials.gov/show/NCT00696020
9387,One-Year Safety and Tolerability Study of Azilsartan Medoxomil in Participants With Essential Hypertension,Completed,Has Results,Hypertension,Drug: Azilsartan medoxomil with or without add-on chlorthalidone|Drug: Azilsartan medoxomil with or without add-on hydrochlorothiazide,Takeda,Takeda,,,,,,,Phase 3,Industry,Interventional,6/7/2019,5/10/2019,https://ClinicalTrials.gov/show/NCT00695955
9388,Efficacy and Safety Study of ARC-4558 for Management of Pain Associated With Painful Diabetic Neuropathy,Completed,Has Results,Painful Diabetic Neuropathy,Drug: Placebo Gel|Drug: Clonidine Topical Gel (ARC-4558),Arcion Therapeutics Inc,Arcion Therapeutics Inc,,,,,,,Phase 2,Industry,Interventional,5/8/2019,2/10/2019,https://ClinicalTrials.gov/show/NCT00695565
9389,Immunogenicity and Safety Study of GSK Biologicals' Herpes Zoster Vaccine With Various Formulations in Adults >= 50 Years,Completed,Has Results,Herpes Zoster,Biological: Herpes zoster vaccine GSK1437173A|Biological: Placebo,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,1/12/2009,7/2/2010,https://ClinicalTrials.gov/show/NCT00802464
9390,Study to Evaluate Armodafinil Treatment in Improving Prefrontal Cortical Activation and Working Memory Performance,Completed,Has Results,Excessive Sleepiness,Drug: Armodafinil|Drug: Placebo,Cephalon|Teva Pharmaceutical Industries,Cephalon,Teva Pharmaceutical Industries,,,,,,Phase 4,Industry,Interventional,9/8/2019,10/9/2019,https://ClinicalTrials.gov/show/NCT00711516
9391,MENOPUR® Versus FOLLISTIM®,Completed,Has Results,Infertility,Drug: Menotropin|Drug: Progestrone vaginal insert|Drug: follitropin beta|Drug: Progesterone in oil|Drug: Ganirelix,Ferring Pharmaceuticals,Ferring Pharmaceuticals,,,,,,,Phase 4,Industry,Interventional,12/8/2019,1/10/2019,https://ClinicalTrials.gov/show/NCT00802360
9392,BreathID 13C-Methacetin Breath Test for Detecting Cirrhosis,Completed,Has Results,Chronic Liver Disease,Device: c13 methacetin solution with breath analyzer,Exalenz Bioscience LTD.,Exalenz Bioscience LTD.,,,,,,,Phase 3,Industry,Interventional,8/8/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00736840
9393,Controlled Study of Humira in Subjects With Chronic Plaque Psoriasis of the Hands and/or Feet,Completed,Has Results,Psoriasis,Biological: Placebo|Biological: Adalimumab,Abbott,Abbott,,,,,,,Phase 4,Industry,Interventional,8/8/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00735787
9394,Sorafenib as Adjuvant Treatment in the Prevention Of Recurrence of Hepatocellular Carcinoma (STORM),Completed,Has Results,"Carcinoma, Hepatocellular","Drug: Nexavar (Sorafenib, BAY43-9006)|Drug: Placebo",Bayer,Bayer,,,,,,,Phase 3,Industry,Interventional,8/15/2008,11/28/2014,https://ClinicalTrials.gov/show/NCT00692770
9395,An Extension to Study MD7108240,Completed,Has Results,Macular Degeneration,Drug: Pazopanib,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,6/25/2008,9/9/2009,https://ClinicalTrials.gov/show/NCT00733304
