CTID,Title,Conditions,Results First Posted,Ticker
NCT02688556,Phase 3 Study of OTX-101 in the Treatment of Keratoconjunctivitis Sicca,Keratoconjunctivitis Sicca,4/8/2019,
NCT02254265,Phase 2/3 Dose-Ranging Study of the Safety and Efficacy of OTX-101 in the Treatment of Keratoconjunctivitis Sicca,Keratoconjunctivitis Sicca|Dry Eye Disease,12/14/2018,
NCT01191801,Study of Vosaroxin or Placebo in Combination With Cytarabine in Patients With First Relapsed or Refractory AML,Acute Myeloid Leukemia,5/9/2017,SNSS
NCT00790023,Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis,Seasonal Allergic Rhinitis,6/8/2012,
NCT01287364,Evaluation of a Novel Questionnaire to Assess Patient Satisfaction With and Preference of Intranasal Corticosteroids for the Treatment of Allergic Rhinitis,Perennial Allergic Rhinitis,10/31/2012,
NCT01033825,Study of the Effects of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol on Hypothalamic-Pituitary-Adrenal (HPA) Axis,Perennial Allergic Rhinitis,7/19/2012,
NCT02046369,Lurasidone Pediatric Bipolar Study,Bipolar I Depression,12/20/2017,
NCT01911442,Lurasidone Pediatric Autism Study,Autism,2/25/2016,
NCT01911429,Pediatric Schizophrenia Efficacy and Safety Study,Schizophrenia,3/22/2017,
NCT01821378,Lurasidone Low-Dose - High-Dose Study Study,Schizophrenia,1/8/2016,
NCT01575561,"This is an Open-label, Multi-center, Extension Study Designed to Evaluate the Longer Term Safety, Tolerability and Effectiveness of Lurasidone, Flexibly Dosed, Adjunctive to Lithium or Divalproex for the Treatment of Subjects With Bipolar I Disorder Who Have Participated in Study D1050296",Bipolar I Disorder,8/22/2016,
NCT01566162,"A Twelve Week, Open Label Extension Study in Patients With Schizophrenia",Schizophrenia,11/20/2014,
NCT01458275,A Safety and Efficacy Study of Ciclesonide Nasal Aerosol in Subjects 6-11 Years With Seasonal Allergic Rhinitis (SAR),Seasonal Allergic Rhinitis,5/15/2014,
NCT01451541,A Safety and Efficacy Study of Ciclesonide Nasal Aerosol in Subjects 6-11 Years With Perennial Allergic Rhinitis (PAR).,Perennial Allergic Rhinitis|PAR,5/6/2014,
NCT01435928,PEARL Schizophrenia Maintenance,Schizophrenia,9/25/2014,
NCT01423253,Major Depressive Disorder With Mixed Features - Extension,Major Depressive Disorder,10/14/2015,
NCT01421134,Major Depressive Disorder (MDD) With Mixed Features - Flexible Dose,Major Depressive Disorder With Mixed Features,10/9/2015,
NCT01401465,"Study To Evaluate Patient Preference, Satisfaction And Efficacy Of a Nasal Aerosol Versus an Aqueous Nasal Spray",Perennial Allergic Rhinitis,4/30/2013,
NCT01358357,Bipolar Maintenance Study of Lurasidone Adjunctive to Lithium or Divalproex,Bipolar I Disorder,7/26/2016,
NCT01284517,Lurasidone HCI - A 6-week Phase 3 Study of Patients With Bipolar I Depression,Bipolar Depression,10/14/2013,
NCT01378429,Safety Study of the Potential Inhibitory Effects of Ciclesonide Nasal Aerosol on the Hypothalamic-Pituitary-Adrenal Axis in Subjects 6-11 Years With Perennial Allergic Rhinitis,Perennial Allergic Rhinitis|PAR,5/26/2014,
NCT01143090,A Study of Subjects Switched to Lurasidone for the Treatment of Schizophrenia or Schizoaffective Disorder,Schizophrenia|Schizoaffective Disorder,12/17/2012,
NCT01143077,A Study Evaluating Lurasidone for The Treatment of Schizophrenia or Schizoaffective Disorder in Subjects Switched From Other Antipsychotic Agents,Schizophrenia|Schizoaffective Disorder,8/16/2012,
NCT01091662,Safety & Efficacy of Eslicarbazepine Monotherapy in Sub.w/Partial Epilepsy Not Well Controlled by Current Antiepileptic,Epilepsy,12/21/2015,
NCT01067105,A 6 Month Study of Once Daily Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol in The Treatment of Perennial Allergic Rhinitis (PAR) in Subjects 12 Years and Older,Perennial Allergic Rhinitis,6/11/2012,
NCT00953147,A 6 Month Safety and Efficacy Study of Once Daily Ciclesonide Hydrofluoroalkane (HFA) in the Treatment of Perennial Allergic Rhinitis (PAR) in Subjects 12 Years and Older,Allergic Rhinitis|Perennial Allergic Rhinitis,6/7/2012,
NCT00910247,Eslicarbazepine Acetate Monotherapy Long Term Study,Epilepsy,7/17/2018,
NCT00909779,Safety Study of Arformoterol Tartrate Inhalation Solution in Chronic Obstructive Pulmonary Disease (COPD) Subjects,Chronic Obstructive Pulmonary Disease,11/11/2013,
NCT01010971,Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis (SAR) to Mountain Cedar in Subjects 12 Years and Older,Seasonal Allergic Rhinitis,6/8/2012,
NCT00868959,Lurasidone - A 24-week Extension Study of Patients With Bipolar I Depression,Bipolar Depression,4/1/2014,
NCT00868699,Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Monotherapy),Bipolar Depression,7/2/2013,
NCT00868452,Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Add-on),Bipolar Depression,4/2/2013,
NCT00866775,Safety and Efficacy of Eslicarbazepine Acetate Monotherapy in Subjects With Partial Epilepsy Not Well Controlled by Current Antiepileptic Drugs,Epilepsy With Simple or Complex Partial Onset Seizures,2/4/2016,
NCT00857220,Long Term Safety Study of Study Drug (Eszopiclone) in Children and Adolescents With ADHD -Associated Insomnia,Insomnia|Attention Deficit Hyperactivity Disorder,7/22/2013,
NCT00856973,Safety & Efficacy Study of Study Drug (Eszopiclone) in Children and Adolescents With Attention-deficit/Hyperactivity Disorder - Associated Insomnia,Insomnia|Attention Deficit Hyperactivity Disorder,4/10/2013,
NCT00809757,"A Safety, Efficacy and Tolerability Study in Pediatric Subjects With Asthma",Asthma,7/28/2014,
NCT00790192,Lurasidone HCL - A 6-week Phase 3 Study of Patients With Acute Schizophrenia.,Schizophrenia,10/6/2011,
NCT00789698,Lurasidone HCl - A Long Term Phase 3 Study of Patients With Chronic Schizophrenia,Chronic Schizophrenia,8/21/2012,
NCT00641745,Lurasidone HCl - A Long Term Safety Phase 3 Study of Patients With Clinically Stable Schizophrenia,Schizophrenia|Schizoaffective Disorder,10/6/2011,
NCT00615433,Lurasidone HCl A Phase 3 Study of Patients With Acute Schizophrenia,Schizophrenia,2/14/2011,
NCT00549718,Lurasidone HCl: A Phase 3 Study of Patients With Acute Schizophrenia,Schizophrenia,12/14/2010,
NCT00250679,Safety and Efficacy of Arformoterol Tartrate Inhalation Solution in Subjects With Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease|Bronchitis|Emphysema,2/19/2009,
NCT02347774,Efficacy and Safety Trial of 12 Weeks of Treatment With Nebulized SUN-101 in Patients With COPD (GOLDEN-4),COPD|Chronic Obstructive Pulmonary Disease,3/13/2018,
NCT02347761,Efficacy and Safety Trial of 12 Weeks of Treatment With Nebulized SUN-101 in Patients With COPD,COPD,3/22/2018,
NCT02276222,A Long-Term Safety Trial of Treatment With Nebulized SUN-101 in Patients With COPD,Chronic Obstructive Pulmonary Disease (COPD),3/13/2018,
NCT00529555,Periocline as an Adjunct to Scaling and Root Planing for Adult Periodontitis,Adult Periodontitis,5/9/2014,
NCT00908349,Safety and Tolerability of OXC XR as Adjunctive Therapy in Subjects With Refractory Partial Epilepsy,Partial Epilepsy,5/31/2017,SUPN
NCT01556997,Perindopril Amlodipine for the Treatment of Hypertension,Essential Hypertension,8/25/2015,
NCT01982240,12-Week Study of Plecanatide for CIC (The CIC3 Study),Chronic Idiopathic Constipation,3/21/2019,
NCT01489254,Efficacy and Safety of GTR in Comparison to Copaxone®,Multiple Sclerosis,10/31/2016,
NCT01607957,Study of TAS-102 in Patients With Metastatic Colorectal Cancer Refractory to Standard Chemotherapies,Colorectal Cancer,5/21/2019,
NCT01048242,Treatment of Insomnia in Elderly Sleep Apnea Patients With Ramelteon (TAK 375),Insomnia|Obstructive Sleep Apnea,5/3/2017,TAK
NCT02425111,Effect of Intravenous (IV) Vedolizumab on Mucosal Healing in Crohn's Disease,Crohn's Disease,9/14/2018,TAK
NCT02139046,Efficacy and Safety of Extended Release and Immediate Release Febuxostat in Participants With Gout,Gout,11/3/2016,TAK
NCT01456195,Comparison of TAK-875 (Fasiglifam) With Placebo in Participants With Type 2 Diabetes,"Diabetes Mellitus, Type 2",4/5/2016,TAK
NCT01364649,Vortioxetine (Lu AA21004) 10 and 20 mg for Treatment of Major Depressive Disorder With Sexual Dysfunction,Treatment Outcome,10/9/2014,TAK
NCT01192022,TachoSil® Versus Surgicel® Original for the Secondary Treatment of Local Bleeding in Adult and Pediatric Patients Undergoing Hepatic Resection Surgery,Hemorrhage,11/25/2015,TAK
NCT01179516,Safety and Efficacy Study of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",12/18/2013,TAK
NCT01163266,Efficacy and Safety Study of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",12/18/2013,TAK
NCT01153009,Safety and Efficacy of Vortioxetine (Lu AA21004) in Adults With Major Depressive Disorder,"Depressive Disorder, Major",12/18/2013,TAK
NCT01101035,Cardiovascular Safety of Febuxostat and Allopurinol in Participants With Gout and Cardiovascular Comorbidities (CARES),Cardiovascular Disease,6/14/2018,TAK
NCT01033071,Efficacy and Safety of Azilsartan Medoxomil and Chlorthalidone Compared to Olmesartan Medoxomil and Hydrochlorothiazide in Participants With Moderate to Severe Hypertension.,Essential Hypertension,2/7/2012,TAK
NCT01023581,Efficacy and Safety of Alogliptin Plus Metformin in Patients With Type 2 Diabetes,"Diabetes Mellitus, Type 2",3/26/2013,TAK
NCT00968708,Cardiovascular Outcomes Study of Alogliptin in Patients With Type 2 Diabetes and Acute Coronary Syndrome,"Diabetes Mellitus, Type 2|Acute Coronary Syndrome",4/15/2014,TAK
NCT00856284,Efficacy and Safety of Alogliptin Plus Metformin Compared to Glipizide Plus Metformin in Patients With Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,12/3/2013,TAK
NCT00847808,Efficacy of Dexlansoprazole MR on Heartburn Control in Participants Previously Receiving Twice Daily Proton Pump Inhibitor Therapy,Gastroesophageal Reflux,4/29/2011,TAK
NCT00847626,Efficacy and Safety of Azilsartan Medoxomil Combined With Chlorthalidone in Participants With Moderate to Severe Hypertension,Hypertension,2/7/2012,TAK
NCT00846365,Efficacy and Safety of Azilsartan Medoxomil Plus Chlorthalidone in Participants With Moderate to Severe Hypertension,Essential Hypertension,3/13/2012,TAK
NCT00818883,Efficacy and Safety of Azilsartan Medoxomil and Chlorthalidone in Participants With Moderate to Severe Hypertension,Essential Hypertension,2/7/2012,TAK
NCT00790933,An Open-label Study of Vedolizumab (MLN0002) in Participants With Ulcerative Colitis and Crohn's Disease,Ulcerative Colitis|Crohn's Disease,3/12/2019,TAK
NCT00727857,Efficacy and Safety of Pioglitazone and Metformin Combination Therapy in Treating Type 2 Diabetes Mellitus.,Diabetes Mellitus,3/9/2010,TAK
NCT00707993,Efficacy and Safety of Alogliptin Compared to Glipizide in Elderly Diabetics,Diabetes Mellitus,5/24/2013,TAK
NCT00696436,An Efficacy and Safety Study of Azilsartan Medoxomil Compared to Valsartan and Olmesartan in Participants With Essential Hypertension.,Hypertension,4/19/2011,TAK
NCT00696384,A Safety and Tolerability Study of Azilsartan Medoxomil in Participants With Essential Hypertension,Hypertension,1/4/2012,TAK
NCT00696241,Efficacy and Safety of Azilsartan Medoxomil in Participants With Essential Hypertension,Hypertension,4/19/2011,TAK
NCT00695955,One-Year Safety and Tolerability Study of Azilsartan Medoxomil in Participants With Essential Hypertension,Hypertension,4/19/2011,TAK
NCT00627016,A Study of Dexlansoprazole Modified Release Formulation to Treat Night Heartburn,Gastroesophageal Reflux,5/6/2010,TAK
NCT00591773,Efficacy and Safety of Azilsartan Medoxomil Co-Administered With Chlorthalidone in Participants With Essential Hypertension,Hypertension,4/19/2011,TAK
NCT00591578,Efficacy and Safety Comparison of Azilsartan Medoxomil to Valsartan in Participants With Essential Hypertension,Hypertension,4/19/2011,TAK
NCT00591266,"Efficacy and Safety of Azilsartan Medoxomil, Once Daily (QD), Co-Administered With Amlodipine in Participants With Essential Hypertension",Hypertension,4/19/2011,TAK
NCT00591253,Efficacy and Safety of Azilsartan Medoxomil in African American Participants With Essential Hypertension,Hypertension,4/19/2011,TAK
NCT00506883,MPC-004 for the Treatment of an Acute Gout Flare,Gout,9/22/2009,TAK
NCT00432276,Efficacy of Alogliptin and Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,4/4/2013,TAK
NCT00430248,Efficacy and Safety of Oral Febuxostat in Participants With Gout,Gout,7/16/2009,TAK
NCT00395512,Efficacy of Alogliptin With Pioglitazone (Actos®) in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,3/27/2013,TAK
NCT00328627,Efficacy and Safety of Alogliptin Combined With Pioglitazone in Treating Subjects With Type 2 Diabetes Mellitus.,Type 2 Diabetes Mellitus,4/4/2013,TAK
NCT00321984,Safety and Efficacy of Dexlansoprazole Modified Release Formulation to Treat Gastroesophageal Reflux Disease,Gastroesophageal Reflux Disease,3/23/2009,TAK
NCT00321737,Efficacy and Safety of Dexlansoprazole MR Compared to Placebo on Maintaining Healing in Subjects With Healed Erosive Esophagitis,"Esophagitis, Reflux|Esophagitis, Peptic",8/28/2009,TAK
NCT00306384,Long-term Safety of Alogliptin in Patients With Type 2 Diabetes Mellitus,Diabetes Mellitus,3/22/2013,TAK
NCT00286494,Study of Alogliptin Combined With Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,9/27/2011,TAK
NCT00286468,Study of Alogliptin Combined With Sulfonylurea in Subjects With Type 2 Diabetes Mellitus.,Diabetes Mellitus,8/25/2011,TAK
NCT00286455,Efficacy and Safety of Alogliptin in Subjects With Type 2 Diabetes,Diabetes Mellitus,8/29/2011,TAK
NCT00286442,Efficacy and Safety of Alogliptin Combined With Metformin in Participants With Type 2 Diabetes Mellitus,Diabetes Mellitus,8/25/2011,TAK
NCT00286429,Efficacy and Safety Study of Alogliptin and Insulin in the Treatment of Type 2 Diabetes.,Diabetes Mellitus,8/12/2011,TAK
NCT00255190,Safety and Quality of Life Study of Dexlansoprazole Modified Release Formulation to Treat Heartburn,Gastroesophageal Reflux Disease,8/12/2009,TAK
NCT00255164,Efficacy and Safety of Dexlansoprazole MR on Maintaining Healing in Subjects With Healed Erosive Esophagitis,"Esophagitis, Reflux|Esophagitis, Peptic",8/28/2009,TAK
NCT00255151,Comparison of Dexlansoprazole MR to Placebo on the Ability to Maintain Healing in Subjects With Healed Erosive Esophagitis,"Esophagitis, Reflux|Esophagitis, Peptic",8/28/2009,TAK
NCT00251758,Safety and Efficacy of Dexlansoprazole Modified Release Formulation to Treat Heartburn,Gastroesophageal Reflux Disease,3/23/2009,TAK
NCT00251745,Efficacy and Safety of Dexlansoprazole Modified Release Formulation to Treat Heartburn,Gastroesophageal Reflux Disease,3/23/2009,TAK
NCT00251719,Efficacy and Safety of Dexlansoprazole MR and Lansoprazole on Healing of Erosive Esophagitis,"Esophagitis, Reflux|Esophagitis, Peptic",3/23/2009,TAK
NCT00251693,Efficacy and Safety of Dexlansoprazole MR and Lansoprazole on Healing of Erosive Esophagitis,"Esophagitis, Reflux|Esophagitis, Peptic",3/23/2009,TAK
NCT00225277,Efficacy Study of Pioglitazone Compared to Glimepiride on Coronary Atherosclerotic Disease Progression in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,6/10/2009,TAK
NCT01156597,Effects of Pioglitazone on High-density Lipoprotein (HDL) Function in Persons With Diabetes,Type 2 Diabetes Mellitus,11/11/2014,TAK
NCT01469819,Lubiprostone Effect on Gastrointestinal Tract Transit Times Measured by Smartpill in Patients With Chronic Constipation,Chronic Idiopathic Constipation,8/1/2016,TAK
NCT00220961,Actos Now for Prevention of Diabetes (ACT NOW),Impaired Glucose Tolerance|Type 2 Diabetes,8/11/2016,TAK
NCT00335283,Efficacy of Lansoprazole in Chronic Post Nasal Drip,Larynx Disease,8/21/2012,
NCT02933866,Phase III Clinical Study in Patients With Mild to Severe Scalp Psoriasis,Scalp Psoriasis,12/6/2018,TARO
NCT02618759,Clinical Study to Evaluate the Efficacy and Safety of DSXS in Patients With Mild to Moderate Plaque Psoriasis,Plaque Psoriasis,12/10/2018,TARO
NCT02595073,Clinical Study to Evaluate the Efficacy and Safety of Desoximetasone (DSXS) With Atopic Dermatitis,Atopic Dermatitis,12/7/2018,TARO
NCT01206660,Effects of Desoximetasone Spray 0.25% in Patients With Moderate to Severe Plaque Psoriasis,Psoriasis,7/3/2014,TARO
NCT00927472,"Efficacy, Safety and Tolerability of a Novel Malathion Formulation in Patients 2 Years and Older With Head Lice",Pediculosis,8/4/2014,TARO
NCT00752973,Safety and Tolerability of a Novel Malathion Formulation in Children Age 6-24 Months With Head Lice,Pediculosis,4/3/2014,TARO
NCT00963508,"Efficacy, Safety and Tolerability of a Novel Malathion Formulation in Patients 2 Years and Older With Head Lice",Pediculosis,6/13/2014,TARO
NCT00959764,A Study Comparing Oral Calcitonin to Nasal Spray Calcitonin in Postmenopausal Osteoporotic Women,"Osteoporosis, Postmenopausal",11/19/2013,
NCT01202747,Evaluation of Screening Methods for Treatment of Meibomian Gland Dysfunction,Chalazion|Dry Eye Syndromes,12/6/2011,
NCT02025621,Levosimendan in Patients With Left Ventricular Systolic Dysfunction Undergoing Cardiac Surgery On Cardiopulmonary Bypass,Coronary Artery Bypass Grafting|Mitral Valve Surgery|Low Cardiac Output Syndrome,5/22/2018,TENX
NCT00759681,"ArterX Surgical Sealant, A Randomized Prospective Multicenter Trial",Vascular Disease,1/31/2013,
NCT01741701,A Pilot Study of Oxaloacetate in Subjects With Treated PD,Parkinson's Disease,3/17/2016,
NCT01500226,Ph 3 Safety/Efficacy Study of Rolapitant for Prevention of CINV in Subjects Receiving Moderately Emetogenic Chemotherapy,Chemotherapy-induced Nausea and Vomiting,11/4/2015,
NCT01500213,Ph3 Safety/Efficacy Study of Rolapitant for the Prevention of CINV in Subjects Receiving Highly Emetogenic Chemotherapy,Chemotherapy-induced Nausea and Vomiting,11/4/2015,
