CTID,Title,Conditions,Study Type,Results First Posted,Company,Intervention
NCT00468481,Efficacy and Safety Study for an Oral Contraceptive Containing Folate,Neural Tube Defects|Contraception|Oral Contraceptives (OC),Interventional,25-Jan-11,Bayer,Drug: Drospirenone/Ethinylestradiol/Methyltetrahydrofolate
NCT00468481,Efficacy and Safety Study for an Oral Contraceptive Containing Folate,Neural Tube Defects|Contraception|Oral Contraceptives (OC),Interventional,25-Jan-11,Bayer,Drug: Drospirenone/Ethinylestradiol (Yaz)
NCT00451958,A Long-term Extension Study Evaluating a One-Month Dosing Regimen of Degarelix in Prostate Cancer Requiring Androgen Ablation Therapy,Prostate Cancer,Interventional,21-Mar-13,Ferring Pharmaceuticals,Drug: Degarelix 80 mg / Degarelix 80 mg
NCT00451958,A Long-term Extension Study Evaluating a One-Month Dosing Regimen of Degarelix in Prostate Cancer Requiring Androgen Ablation Therapy,Prostate Cancer,Interventional,21-Mar-13,Ferring Pharmaceuticals,Drug: Degarelix 160 mg / Degarelix 160 mg
NCT00451958,A Long-term Extension Study Evaluating a One-Month Dosing Regimen of Degarelix in Prostate Cancer Requiring Androgen Ablation Therapy,Prostate Cancer,Interventional,21-Mar-13,Ferring Pharmaceuticals,Drug: Leuprolide 7.5 mg / Degarelix 80 mg
NCT00451958,A Long-term Extension Study Evaluating a One-Month Dosing Regimen of Degarelix in Prostate Cancer Requiring Androgen Ablation Therapy,Prostate Cancer,Interventional,21-Mar-13,Ferring Pharmaceuticals,Drug: Leuprolide 7.5 mg / Degarelix 160 mg
NCT00451451,Efficacy and Safety Study of Oral BG00012 With Active Reference in Relapsing-Remitting Multiple Sclerosis,Relapsing-Remitting Multiple Sclerosis,Interventional,2-Jun-14,Biogen,Drug: BG00012
NCT00451451,Efficacy and Safety Study of Oral BG00012 With Active Reference in Relapsing-Remitting Multiple Sclerosis,Relapsing-Remitting Multiple Sclerosis,Interventional,2-Jun-14,Biogen,Drug: Placebo
NCT00451451,Efficacy and Safety Study of Oral BG00012 With Active Reference in Relapsing-Remitting Multiple Sclerosis,Relapsing-Remitting Multiple Sclerosis,Interventional,2-Jun-14,Biogen,Drug: Glatiramer Acetate
NCT00450437,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Conjugate Vaccine In US Adolescents and Adults,Meningococcal Infections|Meningococcal Meningitis,Interventional,24-Sep-10,Novartis Vaccines,Biological: MenACWY CRM
NCT00450437,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Conjugate Vaccine In US Adolescents and Adults,Meningococcal Infections|Meningococcal Meningitis,Interventional,24-Sep-10,Novartis Vaccines,Biological: Meningococcal ACWY Conjugate vaccine
NCT00450437,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Conjugate Vaccine In US Adolescents and Adults,Meningococcal Infections|Meningococcal Meningitis,Interventional,24-Sep-10,Novartis,Biological: MenACWY CRM
NCT00450437,A Study to Evaluate Safety and Immune Response of Novartis Meningococcal ACWY Conjugate Vaccine In US Adolescents and Adults,Meningococcal Infections|Meningococcal Meningitis,Interventional,24-Sep-10,Novartis,Biological: Meningococcal ACWY Conjugate vaccine
NCT00449540,Efficacy and Safety of TMS for the Preemptive Treatment of Migraine With Aura,Migraine With Aura,Interventional,10-Aug-11,Neuralieve,Device: Active Transcranial Magnetic Stimulation (TMS) Device
NCT00449540,Efficacy and Safety of TMS for the Preemptive Treatment of Migraine With Aura,Migraine With Aura,Interventional,10-Aug-11,Neuralieve,Device: Sham TMS Device
NCT00448916,Open-Label Extension Study Of Safety And Tolerability Of Pregabalin In Pediatric Patients With Partial-Onset Seizures,"Epilepsies, Partial",Interventional,2-Dec-14,Pfizer,Drug: Pregabalin
NCT00448539,Open-Label Extension Study of Rufinamide Given as Adjunctive Therapy in Patients With Refractory Partial Seizures,Refractory Partial Onset Seizures,Interventional,10-Dec-12,Eisai Inc.,Drug: Rufinamide
NCT00448539,Open-Label Extension Study of Rufinamide Given as Adjunctive Therapy in Patients With Refractory Partial Seizures,Refractory Partial Onset Seizures,Interventional,10-Dec-12,Eisai Inc.,Drug: Placebo
NCT00448747,"Investigation of a New, Oral Growth Hormone Secretagogue, AEZS-130 as a Growth Hormone Stimulation Test.",Diagnosis of Adult Growth Hormone Deficiency (AGDH),Interventional,23-Jul-19,AEterna Zentaris,Drug: AEZS-130 (formerly ARD-07)
NCT00448747,"Investigation of a New, Oral Growth Hormone Secretagogue, AEZS-130 as a Growth Hormone Stimulation Test.",Diagnosis of Adult Growth Hormone Deficiency (AGDH),Interventional,23-Jul-19,AEterna Zentaris,Drug: L-ARG+GHRH
NCT00685373,"Efficacy and Safety of ACZ885 in Patients With the Following Cryopyrin-associated Periodic Syndromes: Familial Cold Autoinflammatory Syndrome, Muckle-Wells Syndrome, or Neonatal Onset Multisystem Inflammatory Disease",Cryopyrin-Associated Periodic Syndromes|Familial Cold Autoinflammatory Syndrome|Muckle Wells Syndrome|Neonatal Onset Multisystem Inflammatory Disease,Interventional,27-May-11,Novartis,Drug: Canakinumab (ACZ885)
NCT00447499,Assessment of the Ability of Subjects With Acromegaly or Their Partners to Administer Somatuline Autogel,Acromegaly,Interventional,20-Dec-10,Ipsen,Drug: Somatuline Autogel (lanreotide acetate)
NCT00447499,Assessment of the Ability of Subjects With Acromegaly or Their Partners to Administer Somatuline Autogel,Acromegaly,Interventional,20-Dec-10,Ipsen,Behavioral: Home administration
NCT00446199,Low-dose Hormone Therapy for Relief of Vasomotor Symptoms,Vasomotor Symptoms|Hot Flashes,Interventional,18-Apr-12,Bayer,Drug: 0.5mg DRSP / 0.5mg E2 (BAY86-4891)
NCT00446199,Low-dose Hormone Therapy for Relief of Vasomotor Symptoms,Vasomotor Symptoms|Hot Flashes,Interventional,18-Apr-12,Bayer,Drug: 0.25mg DRSP / 0.5mg E2 (BAY86-4891)
NCT00446199,Low-dose Hormone Therapy for Relief of Vasomotor Symptoms,Vasomotor Symptoms|Hot Flashes,Interventional,18-Apr-12,Bayer,Drug: Estradiol (E2 0.3mg)
NCT00446199,Low-dose Hormone Therapy for Relief of Vasomotor Symptoms,Vasomotor Symptoms|Hot Flashes,Interventional,18-Apr-12,Bayer,Drug: Placebo
NCT00456521,A Safety and Efficacy Study of Naltrexone SR/Bupropion SR and Placebo in Overweight and Obese Subjects Participating in an Intensive Behavior Modification Program,Obesity|Overweight,Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Drug: Naltrexone SR 32 mg/ bupropion SR 360 mg/ day
NCT00456521,A Safety and Efficacy Study of Naltrexone SR/Bupropion SR and Placebo in Overweight and Obese Subjects Participating in an Intensive Behavior Modification Program,Obesity|Overweight,Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Drug: Placebo
NCT00456521,A Safety and Efficacy Study of Naltrexone SR/Bupropion SR and Placebo in Overweight and Obese Subjects Participating in an Intensive Behavior Modification Program,Obesity|Overweight,Interventional,21-Nov-14,"Orexigen Therapeutics, Inc",Behavioral: Intensive group lifestyle modification counseling
NCT00444925,Clinical Trial to Evaluate the Efficacy and Safety of Fesoterodine in Comparison to Tolterodine for Overactive Bladder (OAB),Overactive Bladder,Interventional,3-Sep-09,Pfizer,Drug: fesoterodine fumarate
NCT00444925,Clinical Trial to Evaluate the Efficacy and Safety of Fesoterodine in Comparison to Tolterodine for Overactive Bladder (OAB),Overactive Bladder,Interventional,3-Sep-09,Pfizer,Drug: placebo
NCT00444925,Clinical Trial to Evaluate the Efficacy and Safety of Fesoterodine in Comparison to Tolterodine for Overactive Bladder (OAB),Overactive Bladder,Interventional,3-Sep-09,Pfizer,Drug: tolterodine tartrate
NCT00444457,Study Evaluating 13-valent Pneumococcal Conjugate Vaccine In Healthy Infants,"Vaccines, Pneumococcal",Interventional,14-Jul-10,Wyeth is now a wholly owned subsidiary of Pfizer,Biological: 13-valent Pneumococcal Conjugate Vaccine
NCT00444457,Study Evaluating 13-valent Pneumococcal Conjugate Vaccine In Healthy Infants,"Vaccines, Pneumococcal",Interventional,14-Jul-10,Wyeth is now a wholly owned subsidiary of Pfizer,Biological: 7vPnC
NCT00443898,"Efficacy, Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,20-Apr-11,Novartis Pharmaceuticals,Drug: terbinafine
NCT00443898,"Efficacy, Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,20-Apr-11,Novartis Pharmaceuticals,Drug: Placebo
NCT00443898,"Efficacy, Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,20-Apr-11,Novartis,Drug: terbinafine
NCT00443898,"Efficacy, Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,20-Apr-11,Novartis,Drug: Placebo
NCT00443820,"Efficacy Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,19-Apr-11,Novartis Pharmaceuticals,Drug: terbinafine
NCT00443820,"Efficacy Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,19-Apr-11,Novartis Pharmaceuticals,Drug: Placebo
NCT00443820,"Efficacy Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,19-Apr-11,Novartis,Drug: terbinafine
NCT00443820,"Efficacy Safety, and Tolerability of Topical Terbinafine in Patients With Mild to Moderate Toenail Fungus of the Big Toenail",Onychomycosis,Interventional,19-Apr-11,Novartis,Drug: Placebo
NCT00442546,Efficacy And Safety Of Pregabalin For Pain Following Total Knee Replacement,Osteoarthritis|Postoperative Pain,Interventional,18-Aug-10,Pfizer,Drug: pregabalin
NCT00442546,Efficacy And Safety Of Pregabalin For Pain Following Total Knee Replacement,Osteoarthritis|Postoperative Pain,Interventional,18-Aug-10,Pfizer,Drug: Placebo
NCT00441727,Study of Esomeprazole 20 mg or 40 mg vs Placebo Effectiveness on the Occurrence of Peptic Ulcers in Subjects on Low Dose Acetylsalicylic Acid (LDA),Gastric Ulcer|Duodenal Ulcer,Interventional,13-Feb-12,AstraZeneca,Drug: Esomeprazole 40 mg
NCT00441727,Study of Esomeprazole 20 mg or 40 mg vs Placebo Effectiveness on the Occurrence of Peptic Ulcers in Subjects on Low Dose Acetylsalicylic Acid (LDA),Gastric Ulcer|Duodenal Ulcer,Interventional,13-Feb-12,AstraZeneca,Drug: Esomeprazole 20 mg
NCT00441727,Study of Esomeprazole 20 mg or 40 mg vs Placebo Effectiveness on the Occurrence of Peptic Ulcers in Subjects on Low Dose Acetylsalicylic Acid (LDA),Gastric Ulcer|Duodenal Ulcer,Interventional,13-Feb-12,AstraZeneca,Drug: Placebo
NCT00441545,Head to Head Study Against Sevelamer Hydrochloride,"Chronic Kidney Disease, Stage 5",Interventional,13-Aug-09,Shire,Drug: Fosrenol (Lanthanum Carbonate)
NCT00441545,Head to Head Study Against Sevelamer Hydrochloride,"Chronic Kidney Disease, Stage 5",Interventional,13-Aug-09,Shire,Drug: Sevelamer hydrochloride
NCT00441441,A 12-Week Study To Assess The Safety Of Fluticasone Propionate/Salmeterol 100/50 Hydrofluoroalkane (HFA) Versus Fluticasone Propionate 100 HFA In Children With Asthma,Asthma,Interventional,23-Sep-10,GlaxoSmithKline,Drug: fluticasone propionate
NCT00441441,A 12-Week Study To Assess The Safety Of Fluticasone Propionate/Salmeterol 100/50 Hydrofluoroalkane (HFA) Versus Fluticasone Propionate 100 HFA In Children With Asthma,Asthma,Interventional,23-Sep-10,GlaxoSmithKline,Drug: fluticasone propionate/salmeterol
NCT00442702,"A Study of Subcutaneous Mircera in Patients With Chronic Kidney Disease, Not on Dialysis.",Anemia,Interventional,3-Oct-11,Hoffmann-La Roche,Drug: Mircera
NCT00442702,"A Study of Subcutaneous Mircera in Patients With Chronic Kidney Disease, Not on Dialysis.",Anemia,Interventional,3-Oct-11,Hoffmann-La Roche,Drug: Darbepoetin alfa
NCT00440557,An Efficacy and Safety Study of Epoetin Alfa for Initiation and Maintenance Treatment of Patients With Anemia Associated With Chronic Kidney Disease,Anemia,Interventional,8-Feb-10,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Epoetin alfa 3 times weekly /once weekly
NCT00440557,An Efficacy and Safety Study of Epoetin Alfa for Initiation and Maintenance Treatment of Patients With Anemia Associated With Chronic Kidney Disease,Anemia,Interventional,8-Feb-10,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Epoetin alfa once weekly
NCT00440557,An Efficacy and Safety Study of Epoetin Alfa for Initiation and Maintenance Treatment of Patients With Anemia Associated With Chronic Kidney Disease,Anemia,Interventional,8-Feb-10,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: Epoetin alfa once every two weeks
NCT00440466,PROCRIT Extended Dosing For Maintenance of Hemoglobin in Pre-Dialysis CKD Patients,Anemia|Renal Diseases,Interventional,14-Apr-11,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Drug: epoetin alfa
NCT00439244,Efficacy Study of Zoledronic Acid and Teriparatide Combination Therapy in Women With Osteoporosis,Osteoporosis,Interventional,20-Apr-11,Novartis,Drug: Zoledronic acid
NCT00439244,Efficacy Study of Zoledronic Acid and Teriparatide Combination Therapy in Women With Osteoporosis,Osteoporosis,Interventional,20-Apr-11,Novartis,Drug: Placebo
NCT00439244,Efficacy Study of Zoledronic Acid and Teriparatide Combination Therapy in Women With Osteoporosis,Osteoporosis,Interventional,20-Apr-11,Novartis,Drug: Teriparatide
NCT00438815,Open-Label C1 Esterase Inhibitor (C1INH-nf) for the Treatment of Acute Hereditary Angioedema (HAE) Attacks,Hereditary Angioedema,Interventional,9-Jun-10,Shire,Biological: C1 esterase inhibitor [human] (C1INH-nf)
NCT00436553,Efficacy/Safety of Verteporfin Photodynamic Therapy and Ranibizumab Compared With Ranibizumab in Patients With Subfoveal Choroidal Neovascularization,Macular Degeneration|Choroidal Neovascularization,Interventional,19-Apr-11,Novartis,Drug: Verteporfin Photodynamic Therapy
NCT00436553,Efficacy/Safety of Verteporfin Photodynamic Therapy and Ranibizumab Compared With Ranibizumab in Patients With Subfoveal Choroidal Neovascularization,Macular Degeneration|Choroidal Neovascularization,Interventional,19-Apr-11,Novartis,Drug: Ranibizumab
NCT00436553,Efficacy/Safety of Verteporfin Photodynamic Therapy and Ranibizumab Compared With Ranibizumab in Patients With Subfoveal Choroidal Neovascularization,Macular Degeneration|Choroidal Neovascularization,Interventional,19-Apr-11,Novartis,Drug: Verteporfin Placebo
NCT00436553,Efficacy/Safety of Verteporfin Photodynamic Therapy and Ranibizumab Compared With Ranibizumab in Patients With Subfoveal Choroidal Neovascularization,Macular Degeneration|Choroidal Neovascularization,Interventional,19-Apr-11,Novartis,Drug: Ranibizumab Placebo
NCT00436969,ORTHOVISC Shoulder Osteoarthritis Study,Glenohumeral Osteoarthritis,Interventional,11-Apr-14,DePuy Mitek,Device: Orthovisc
NCT00436969,ORTHOVISC Shoulder Osteoarthritis Study,Glenohumeral Osteoarthritis,Interventional,11-Apr-14,DePuy Mitek,Drug: Control
NCT00435409,A Study Of Sunitinib In Combination With Capecitabine Compared With Capecitabine In Patients With Breast Cancer,Breast Neoplasms,Interventional,13-Jan-11,Pfizer,Drug: Sunitinib + Capecitabine
NCT00435409,A Study Of Sunitinib In Combination With Capecitabine Compared With Capecitabine In Patients With Breast Cancer,Breast Neoplasms,Interventional,13-Jan-11,Pfizer,Drug: Capecitabine
NCT00432276,Efficacy of Alogliptin and Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,Interventional,4-Apr-13,Takeda,Drug: Alogliptin
NCT00432276,Efficacy of Alogliptin and Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,Interventional,4-Apr-13,Takeda,Drug: Pioglitazone
NCT00432276,Efficacy of Alogliptin and Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,Interventional,4-Apr-13,Takeda,Drug: Metformin
NCT00432276,Efficacy of Alogliptin and Pioglitazone in Subjects With Type 2 Diabetes Mellitus,Diabetes Mellitus,Interventional,4-Apr-13,Takeda,Drug: Placebo
NCT00431834,Concomitant Utilization of Radio Frequency Energy for Atrial Fibrillation (CURE-AF) Study,Atrial Fibrillation,Interventional,16-Oct-13,Medtronic Cardiovascular,Device: Cardioblate System Surgical Ablation System
NCT00431834,Concomitant Utilization of Radio Frequency Energy for Atrial Fibrillation (CURE-AF) Study,Atrial Fibrillation,Interventional,16-Oct-13,Medtronic Cardiovascular,Procedure: Surgical RF Ablation
NCT00430248,Efficacy and Safety of Oral Febuxostat in Participants With Gout,Gout,Interventional,16-Jul-09,Takeda,Drug: Febuxostat
NCT00430248,Efficacy and Safety of Oral Febuxostat in Participants With Gout,Gout,Interventional,16-Jul-09,Takeda,Drug: Allopurinol
NCT00434148,"Safety and Efficacy of Different Dose Levels of Pasireotide in Patients With de Novo, Persistent or Recurrent Cushing's Disease",Cushing's Disease,Interventional,6-Feb-13,Novartis Pharmaceuticals,Drug: Pasireotide
NCT00434148,"Safety and Efficacy of Different Dose Levels of Pasireotide in Patients With de Novo, Persistent or Recurrent Cushing's Disease",Cushing's Disease,Interventional,6-Feb-13,Novartis,Drug: Pasireotide
NCT00433771,A Study of the WallFlex™ Biliary Fully-covered Stent for the Palliative Treatment of Malignant Bile Duct Obstruction,"Cholestasis, Extrahepatic",Interventional,9-Feb-10,Boston Scientific Corporation,Device: WallFlex™ Biliary Fully Covered Metal Stent placement
